,ID,Comments,CommentsTokenized
1599,3174,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1600,48,Asked how to disable call waiting. referred him to web site.,"['Asked', 'how', 'to', 'disable', 'call', 'waiting', '.', 'referred', 'him', 'to', 'web', 'site', '.']"
1601,436,Wants to know how to do text messaging. Referred him to web site.,"['Wants', 'to', 'know', 'how', 'to', 'do', 'text', 'messaging', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1602,3686,He expected significantly better Technical Support.,"['He', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
1603,3684,cant figure out how to check his vm when out of area. I referred him to our web site.,"['cant', 'figure', 'out', 'how', 'to', 'check', 'his', 'vm', 'when', 'out', 'of', 'area', '.', 'I', 'referred', 'him', 'to', 'our', 'web', 'site', '.']"
1604,2195,Wants to know how to do text messaging. Referred him to web site.,"['Wants', 'to', 'know', 'how', 'to', 'do', 'text', 'messaging', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1605,1178,Wants to know why the rate plan is so hard to figure out. He does not believe his anytime minutes are being subtracted properly. He wanted to speak to the manager ASAP.,"['Wants', 'to', 'know', 'why', 'the', 'rate', 'plan', 'is', 'so', 'hard', 'to', 'figure', 'out', '.', 'He', 'does', 'not', 'believe', 'his', 'anytime', 'minutes', 'are', 'being', 'subtracted', 'properly', '.', 'He', 'wanted', 'to', 'speak', 'to', 'the', 'manager', 'ASAP', '.']"
1606,3729,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1607,740,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1608,2923,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1609,629,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1610,3144,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,"['Wants', 'to', 'get', 'an', 'additional', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'Forwarded', 'him', 'on', 'to', 'customer', 'care', '.']"
1611,3241,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1612,2427,I wished the handset was bigger. It is uncomfortable using the handset for a long time.,"['I', 'wished', 'the', 'handset', 'was', 'bigger', '.', 'It', 'is', 'uncomfortable', 'using', 'the', 'handset', 'for', 'a', 'long', 'time', '.']"
1613,593,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
1614,3119,Lost his charger and wants to know where he can another ASAP. I suggested local store.,"['Lost', 'his', 'charger', 'and', 'wants', 'to', 'know', 'where', 'he', 'can', 'another', 'ASAP', '.', 'I', 'suggested', 'local', 'store', '.']"
1615,817,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?,"['He', 'really', 'thinks', 'the', 'reception', 'is', 'inadequate', 'everywhere', 'but', 'on', 'the', 'highway', '.', 'Wants', 'to', 'know', 'when', 'this', 'will', 'be', 'fixed', '?']"
1616,985,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
1617,3405,I needed a handset which also functioned as a PDA. You did not offer such a model.,"['I', 'needed', 'a', 'handset', 'which', 'also', 'functioned', 'as', 'a', 'PDA', '.', 'You', 'did', 'not', 'offer', 'such', 'a', 'model', '.']"
1618,978,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
1619,1992,Called about new plan. Might switch soon. Wants more minutes.,"['Called', 'about', 'new', 'plan', '.', 'Might', 'switch', 'soon', '.', 'Wants', 'more', 'minutes', '.']"
1620,1446,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1621,192,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1622,1539,Wants to get an additional line working by the end of the week for his goat.,"['Wants', 'to', 'get', 'an', 'additional', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'goat', '.']"
1623,1523,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1624,3062,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,"['Wants', 'to', 'get', 'an', 'additional', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'Forwarded', 'him', 'on', 'to', 'customer', 'care', '.']"
1625,1237,He is really upset with out false advertising. He thinks that we do not test any of the equipment.,"['He', 'is', 'really', 'upset', 'with', 'out', 'false', 'advertising', '.', 'He', 'thinks', 'that', 'we', 'do', 'not', 'test', 'any', 'of', 'the', 'equipment', '.']"
1626,1674,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
1627,264,Cant wait for us to open the new digitial service. He wants to try the new GSM. He says that if it is much later than June he will probably switch to another carrier.,"['Cant', 'wait', 'for', 'us', 'to', 'open', 'the', 'new', 'digitial', 'service', '.', 'He', 'wants', 'to', 'try', 'the', 'new', 'GSM', '.', 'He', 'says', 'that', 'if', 'it', 'is', 'much', 'later', 'than', 'June', 'he', 'will', 'probably', 'switch', 'to', 'another', 'carrier', '.']"
1628,1046,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1629,1325,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1630,2366,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
1631,3374,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,"['Needs', 'help', 'with', 'basic', 'phone', 'usage', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
1632,821,He does not know if the problems are related to the phone or if it is just the battery.,"['He', 'does', 'not', 'know', 'if', 'the', 'problems', 'are', 'related', 'to', 'the', 'phone', 'or', 'if', 'it', 'is', 'just', 'the', 'battery', '.']"
1633,1103,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
1634,694,Did not want to wait for us to implement GSM.,"['Did', 'not', 'want', 'to', 'wait', 'for', 'us', 'to', 'implement', 'GSM', '.']"
1635,3419,The clearity of the calls was bad. Way too much static on the handset.,"['The', 'clearity', 'of', 'the', 'calls', 'was', 'bad', '.', 'Way', 'too', 'much', 'static', 'on', 'the', 'handset', '.']"
1636,1299,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1637,2607,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
1638,2908,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
1639,1660,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
1640,2417,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1641,89,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
1642,1294,"She wants a new phone. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different phone that works great. She also wa","['She', 'wants', 'a', 'new', 'phone', '.', 'Has', 'tried', 'to', 'use', 'a', 'couple', 'of', 'different', 'model', ',', 'but', 'is', 'now', 'fed', 'up', '.', 'She', 'is', 'will', 'ing', 'to', 'pay', 'some', 'of', 'the', 'cost', ',', 'but', 'wants', 'a', 'credit', 'on', 'her', 'bill', '.', 'She', 'said', 'her', 'friend', 'has', 'the', 'same', 'service', 'and', 'a', 'different', 'phone', 'that', 'works', 'great', '.', 'She', 'also', 'wa']"
1643,3188,Lost the directions to phone and wants another manual. I referred him to web site.,"['Lost', 'the', 'directions', 'to', 'phone', 'and', 'wants', 'another', 'manual', '.', 'I', 'referred', 'him', 'to', 'web', 'site', '.']"
1644,2149,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1645,3655,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1646,3741,Wants to know how to do text messaging. Referred him to web site.,"['Wants', 'to', 'know', 'how', 'to', 'do', 'text', 'messaging', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1647,2225,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
1648,2896,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
1649,491,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1650,3565,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1651,3130,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,"['Needs', 'help', 'with', 'basic', 'phone', 'usage', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
1652,2595,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
1653,989,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
1654,1882,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.,"['He', 'complained', 'about', 'receiving', 'outbound', 'calls', 'to', 'his', 'cell', 'from', 'our', 'marketing', 'people', '.', 'He', 'says', 'that', 'we', 'have', 'sold', 'his', 'personal', 'information', 'and', 'he', 'is', 'on', 'numerous', 'lists', '.', 'He', 'said', 'that', 'if', 'we', 'continued', 'to', 'do', 'this', 'he', 'would', 'get', 'rid', 'of', 'the', 'service', '.']"
1655,461,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
1656,1038,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1657,3480,Wants a new faceplate.,"['Wants', 'a', 'new', 'faceplate', '.']"
1658,1598,"He says that his phone works fine when using it in the car with the adapter, but the battery performance sucks.","['He', 'says', 'that', 'his', 'phone', 'works', 'fine', 'when', 'using', 'it', 'in', 'the', 'car', 'with', 'the', 'adapter', ',', 'but', 'the', 'battery', 'performance', 'sucks', '.']"
1659,1239,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
